TMLOOKUP;Fullname;First Name;Second Name;Nationality;National games;National Goals;Club;Date Joined;Contract Ends;Day of Birth;Month of Birth;Year of Birth;Age;Goalkeeper;Sweeper;Defender;Anchor;Midfield;Support;Attack;Right;Left;Centre;Ability;Potential;Reputation;Adaptability;Aggression;Big Occasion;Character;Consistency;Creativity;Determination;Dirtyness;Dribbling;Flair;Heading;Influence;Inj Prone;Marking;Off The Ball;Pace;Passing;Positioning;Set Pieces;Shooting;Stamina;Strenght;Tackling;Technique;Goalkeeper POS;Sweeper POS;Defender POS;Anchor POS;Midfield POS;Support POS;Attack POS;Right POS;Left POS;Centre POS
Reggina11;Simone Giacchetta Reggina;Simone;Giacchetta;Italy;0;0;Reggina;;;28;7;1969;;0;0;0;0;2;0;0;2;0;2;134;147;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2
Reggina12;Andrea Guernier Reggina;Andrea;Guernier;Italy;0;0;Reggina;;;13;3;1974;;0;0;0;0;2;0;0;2;0;0;126;155;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0
Reggina13;Mario La Canna Reggina;Mario;La Canna;Italy;0;0;Reggina;06-01-1900;;13;9;1977;;0;0;0;0;0;0;2;2;0;0;122;184;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
Reggina14;Giacomo Lorenzini Reggina;Giacomo;Lorenzini;Italy;0;0;Reggina;07-01-1900;;25;1;1973;;0;0;0;0;0;0;2;0;0;2;89;0;87;0;0;17;0;16;0;0;0;0;14;16;0;0;0;0;0;11;6;0;17;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Reggina15;Saverio Luciani Reggina;Saverio;Luciani;Italy;0;0;Reggina;06-01-1900;;29;12;1976;;0;0;0;0;0;0;2;2;2;2;72;-1;70;0;0;0;0;12;0;0;0;20;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2
Reggina16;Emiliano Madde Reggina;Emiliano;Madde;Italy;0;0;Reggina;;;8;4;1973;;0;0;2;0;0;0;0;0;2;0;125;145;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0
Reggina17;Francesco Marino Reggina;Francesco;Marino;Italy;0;0;Reggina;06-01-1900;;26;12;1970;;0;0;0;0;0;2;0;0;0;2;115;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
Reggina18;Massimo Mariotto Reggina;Massimo;Mariotto;Italy;0;0;Reggina;;;12;2;1966;;0;0;0;0;2;0;0;2;0;0;132;146;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0
Reggina19;Sandro Merlo Reggina;Sandro;Merlo;Italy;0;0;Reggina;;;26;5;1961;;2;0;0;0;0;0;0;0;0;0;130;144;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Reggina2;Emanuele Belardi Reggina;Emanuele;Belardi;Italy;0;0;Reggina;;;9;10;1977;;2;0;0;0;0;0;0;0;0;0;70;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Reggina20;Davide Micillo Reggina;Davide;Micillo;Italy;0;0;Reggina;07-01-1900;;17;4;1971;;2;0;0;0;0;0;0;0;0;0;145;156;120;0;0;0;0;11;0;0;0;0;0;20;0;0;0;0;12;19;7;16;0;0;0;17;0;2;0;0;0;0;0;0;0;0;0
Reggina21;Nicolï Napoli Reggina;Nicolï;Napoli;Italy;0;0;Reggina;;;7;2;1962;;0;0;2;0;0;0;0;2;0;0;100;148;80;0;15;0;16;11;0;0;0;0;10;17;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Reggina22;Rubens Pasino Reggina;Rubens;Pasino;Italy;0;0;Reggina;;;23;7;1971;;0;0;0;0;0;0;2;2;2;0;135;164;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0
Reggina23;Simone Perrotta Reggina;Simone;Perrotta;Italy;0;0;Reggina;;;17;9;1977;;0;0;0;0;2;0;0;2;2;2;115;180;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;2
Reggina24;Vittorio Pinciarelli Reggina;Vittorio;Pinciarelli;Italy;0;0;Reggina;06-01-1900;;2;3;1972;;0;0;0;1;2;0;0;2;2;0;76;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;0
Reggina25;Maurizio Poli Reggina;Maurizio;Poli;Italy;0;0;Reggina;;;14;1;1964;;0;0;2;0;0;0;0;0;2;0;129;144;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0
Reggina26;Francesco Ripa Reggina;Francesco;Ripa;Italy;0;0;Reggina;07-01-1900;;7;4;1974;;2;0;0;0;0;0;0;0;0;0;100;149;90;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;13;0;0;17;0;17;0;2;0;0;0;0;0;0;0;0;0
Reggina27;Marco Sesia Reggina;Marco;Sesia;Italy;0;0;Reggina;;;16;4;1970;;0;0;0;0;2;0;0;2;0;0;137;154;112;16;0;0;0;16;0;0;0;10;11;0;14;0;2;0;0;13;0;17;11;16;0;12;13;0;0;0;0;2;0;0;2;0;0
Reggina28;Gregorio Squillace Reggina;Gregorio;Squillace;Italy;0;0;Reggina;;;12;6;1975;;0;0;2;2;0;0;0;0;0;2;121;150;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2
Reggina29;Marco Tomaselli Reggina;Marco;Tomaselli;Italy;0;0;Reggina;;;28;10;1971;;0;0;0;0;0;2;0;2;0;0;130;146;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0
Reggina3;Emilio Belmonte Reggina;Emilio;Belmonte;Italy;0;0;Reggina;;;26;5;1972;;0;0;0;0;0;2;0;2;0;2;127;145;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2
Reggina30;Paolo Ziliani Reggina;Paolo;Ziliani;Italy;0;0;Reggina;07-01-1900;;10;6;1971;;0;2;2;0;0;0;0;0;0;2;134;149;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2
Reggina4;Davide Bombardini Reggina;Davide;Bombardini;Italy;0;0;Reggina;;07-01-1900;21;6;1974;;0;0;0;0;0;0;2;0;0;2;80;0;76;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;11;0;0;0;10;0;0;0;0;0;0;2;0;0;2
Reggina5;Massimo Campo Reggina;Massimo;Campo;Italy;0;0;Reggina;07-01-1900;;15;4;1975;;0;0;0;0;0;2;2;2;1;1;69;0;70;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;15;0;0;0;14;0;0;0;0;0;2;2;2;0;0
Reggina6;Fabrizio Carli Reggina;Fabrizio;Carli;Italy;0;0;Reggina;;;4;11;1974;;0;0;0;0;0;0;2;0;0;2;117;146;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Reggina7;Daniele Cerretti Reggina;Daniele;Cerretti;Italy;0;0;Reggina;06-01-1900;;5;8;1973;;2;0;0;0;0;0;0;0;0;0;86;0;80;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;16;0;0;0;0;13;0;2;0;0;0;0;0;0;0;0;0
Reggina8;Agatino Chiavaro Reggina;Agatino;Chiavaro;Italy;0;0;Reggina;07-01-1900;;7;11;1980;;0;2;2;0;0;0;0;2;1;2;88;168;93;0;0;0;8;0;15;0;0;0;0;16;0;0;0;20;16;13;20;0;9;7;0;6;12;0;2;2;0;0;0;0;2;0;2
Reggina9;Pasquale De Vincenzo Reggina;Pasquale;De Vincenzo;Italy;0;0;Reggina;07-01-1900;;12;2;1968;;0;0;0;0;2;0;0;0;2;0;147;152;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
Rennes1;Yohann BignÇ Rennes;Yohann;BignÇ;France;0;0;Rennes;;;23;8;1977;;0;0;0;1;2;1;0;0;0;2;120;172;115;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;18;0;0;0;0;12;0;0;17;0;0;0;0;2;0;0;0;0;2
Rennes10;Laurent Huard Rennes;Laurent;Huard;France;0;0;Rennes;;;26;8;1973;;0;0;2;2;0;0;0;0;2;2;130;137;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2
Rennes11;Loãc Lambert Rennes;Loãc;Lambert;France;0;0;Rennes;;;25;10;1966;;0;0;0;0;2;0;0;2;0;0;130;142;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0
Rennes12;Benoit Le Bris Rennes;Benoit;Le Bris;France;0;0;Rennes;07-01-1900;;1;12;1976;;0;0;0;0;0;0;2;0;0;2;91;118;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Rennes13;RÇgis Le Bris Rennes;RÇgis;Le Bris;France;0;0;Rennes;;;6;12;1975;;0;0;0;2;2;0;0;0;2;2;122;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;2
Rennes14;Pierre Maroselli Rennes;Pierre;Maroselli;France;0;0;Rennes;;;29;11;1966;;0;0;2;2;1;0;0;0;0;2;132;137;118;0;0;0;0;0;0;0;0;0;7;12;0;0;11;8;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2
Rennes15;CÇdric RÇmy Rennes;CÇdric;RÇmy;France;0;0;Rennes;06-01-1900;;29;10;1975;;0;0;0;0;0;0;2;2;0;2;103;120;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2
Rennes16;Mickaâl Silvestre Rennes;Mickaâl;Silvestre;France;0;0;Rennes;;;9;8;1977;;0;0;2;0;0;0;0;0;0;2;125;-1;120;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;20;19;0;0;0;0;2;0;0;0;0;0;0;2
Rennes17;Laurent Viaud Rennes;Laurent;Viaud;France;0;0;Rennes;;;8;10;1969;;0;0;0;0;2;0;0;0;0;2;133;146;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
Rennes18;David Voisin Rennes;David;Voisin;France;0;0;Rennes;;;13;6;1975;;0;0;0;0;2;0;0;0;0;2;111;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
Rennes19;Bernd Hobsch Rennes;Bernd;Hobsch;Germany;3;0;Rennes;07-01-1900;;7;5;1968;;0;0;0;0;0;0;2;1;0;2;150;158;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Rennes2;Philippe Brinquin Rennes;Philippe;Brinquin;France;0;0;Rennes;06-01-1900;;2;6;1971;;0;0;2;0;0;0;0;2;0;0;112;119;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Rennes20;Patrick Weiser Rennes;Patrick;Weiser;Germany;0;0;Rennes;;;25;12;1971;;0;0;2;2;1;0;0;0;1;2;128;148;120;9;12;13;12;12;11;13;12;11;12;10;9;0;11;10;0;10;11;9;11;10;11;11;11;0;0;2;2;0;0;0;0;0;2
Rennes21;Marco Di Costanzo Rennes;Marco;Di Costanzo;Italy;0;0;Rennes;07-01-1900;07-01-1900;30;10;1973;;0;0;0;0;0;0;2;0;0;2;115;125;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Rennes22;Abdelkrim Jinani Rennes;Abdelkrim;Jinani;Morocco;0;0;Rennes;07-01-1900;;2;9;1973;23;0;0;0;0;0;2;2;0;2;2;126;138;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2
Rennes23;Youssef Rossi Rennes;Youssef;Rossi;Morocco;15;3;Rennes;06-01-1900;;28;6;1973;24;0;0;2;0;0;0;0;0;0;2;132;145;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Rennes24;Corneliu Papura Rennes;Corneliu;Papura;Romania;0;0;Rennes;;;5;9;1973;;0;2;2;0;0;0;0;2;0;2;137;149;128;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;2
Rennes25;Goran Pandurovic Rennes;Goran;Pandurovic;Yugoslavia;0;0;Rennes;;;16;7;1963;;2;0;0;0;0;0;0;0;0;0;149;149;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Rennes3;Pascal BÇdrossian Rennes;Pascal;BÇdrossian;France;0;0;Rennes;;;28;11;1974;;0;0;0;0;2;2;1;2;1;2;85;125;105;0;0;0;0;5;0;0;0;20;0;0;0;0;0;0;20;13;0;0;13;2;0;0;17;0;0;0;0;2;2;0;2;0;2
Rennes4;Eddy Capron Rennes;Eddy;Capron;France;0;0;Rennes;06-01-1900;06-01-1900;15;1;1971;;0;0;2;0;0;0;0;0;1;2;136;144;126;0;17;0;0;14;10;0;0;0;0;19;0;0;16;0;13;0;0;0;0;15;18;13;0;0;0;2;0;0;0;0;0;0;2
Rennes5;Ousmane Dabo Rennes;Ousmane;Dabo;France;0;0;Rennes;07-01-1900;;8;2;1977;;0;0;1;2;2;0;0;2;2;2;100;126;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;2;2
Rennes6;Jean-Claude Darcheville Rennes;Jean-Claude;Darcheville;France;0;0;Rennes;;;25;7;1975;;0;0;0;0;0;0;2;0;0;2;132;161;104;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;18;0;0;0;0;0;19;0;0;0;0;0;0;0;0;2;0;0;2
Rennes7;Fabien Debec Rennes;Fabien;Debec;France;0;0;Rennes;;;18;1;1976;;2;0;0;0;0;0;0;0;0;0;115;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Rennes8;Nicolas GoussÇ Rennes;Nicolas;GoussÇ;France;0;0;Rennes;;;25;7;1975;;0;0;0;0;0;0;2;0;0;0;128;140;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;7;0;0;0;0;0;0;2;0;0;0
Rennes9;Tony Heurtebis Rennes;Tony;Heurtebis;France;0;0;Rennes;;;18;3;1976;;2;0;0;0;0;0;0;0;0;0;127;137;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Retired1;Michel Terzian Retired;Michel;Terzian;Armenia;0;0;Retired;;;12;10;1965;;0;0;2;0;0;0;0;2;0;0;101;115;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Retired10;Josip Weber Retired;Josip;Weber;Belgium;8;0;Retired;;;16;11;1964;32;0;0;0;0;0;0;2;0;0;2;128;128;119;0;7;13;8;18;10;16;6;6;8;13;11;10;8;0;0;11;14;7;20;15;0;10;12;0;0;0;0;0;0;2;0;0;2
Retired100;Wilbert Goossens Retired;Wilbert;Goossens;Netherlands;0;0;Retired;;;8;1;1969;27;0;0;2;0;0;0;0;0;2;0;107;116;72;11;13;4;10;6;7;6;6;5;7;15;6;1;11;14;0;0;8;14;10;9;15;9;15;0;0;2;0;0;0;0;0;2;0
Retired101;Jan Gosgens Retired;Jan;Gosgens;Netherlands;0;0;Retired;;;1;10;1966;29;0;0;0;0;2;0;0;2;0;0;125;137;97;0;17;0;11;9;12;6;8;16;3;14;11;4;16;8;0;1;0;17;3;16;8;3;5;0;0;0;0;2;0;0;2;0;0
Retired102;Danny Hoekman Retired;Danny;Hoekman;Netherlands;0;0;Retired;;;21;9;1964;31;0;0;0;0;0;0;2;0;2;0;125;126;95;7;13;7;3;8;17;3;6;3;7;7;4;12;5;11;15;12;0;14;12;1;14;4;6;0;0;0;0;0;0;2;0;2;0
Retired103;Pieter Keur Retired;Pieter;Keur;Netherlands;0;0;Retired;;;20;12;1960;35;0;0;0;0;0;0;2;2;2;0;99;101;69;9;1;13;11;8;2;0;2;2;7;5;1;3;11;6;0;12;5;4;10;3;6;3;12;0;0;0;0;0;0;2;2;2;0
Retired104;Ronald Koeman Retired;Ronald;Koeman;Netherlands;78;14;Retired;;;21;3;1963;35;0;2;2;2;1;0;0;0;0;2;154;154;139;15;13;20;10;14;1;0;12;1;10;5;20;10;2;4;3;20;20;20;14;12;12;13;16;0;2;2;2;0;0;0;0;0;2
Retired105;Marco Koorman Retired;Marco;Koorman;Netherlands;0;0;Retired;;;31;8;1967;28;0;0;0;0;2;0;0;0;2;0;43;44;10;5;11;2;0;7;6;5;4;10;2;13;5;0;12;3;10;4;8;8;4;4;3;5;12;0;0;0;0;2;0;0;0;2;0
Retired106;Hans Kraay Retired;Hans;Kraay;Netherlands;0;0;Retired;;;22;12;1959;36;0;0;2;0;0;0;0;0;0;2;125;128;85;15;15;13;7;4;2;1;12;5;1;11;9;10;16;3;8;12;14;5;15;14;6;10;6;0;0;2;0;0;0;0;0;0;2
Retired107;Raymond Libregts Retired;Raymond;Libregts;Netherlands;0;0;Retired;;;25;12;1964;31;0;0;0;0;2;0;0;0;0;2;107;117;79;8;9;10;4;9;2;9;0;7;15;3;0;15;17;7;0;16;17;6;14;12;16;3;5;0;0;0;0;2;0;0;0;0;2
Retired108;Robert Maaskant Retired;Robert;Maaskant;Netherlands;0;0;Retired;;;10;1;1969;27;0;0;2;0;0;0;0;0;0;2;88;88;55;4;6;12;0;7;8;11;3;6;6;12;10;5;9;0;7;13;11;13;5;8;0;6;10;0;0;2;0;0;0;0;0;0;2
Retired109;Edward Metgod Retired;Edward;Metgod;Netherlands;1;0;Retired;;;19;12;1959;36;2;0;0;0;0;0;0;0;0;0;137;141;102;15;18;10;10;6;2;8;6;11;10;8;15;5;1;4;7;18;17;2;13;16;16;13;1;2;0;0;0;0;0;0;0;0;0
Retired11;Gennadyi Tumilovich Retired;Gennadyi;Tumilovich;Bielorussia;13;0;Retired;;;1;   ;1965;24;1;0;0;0;0;0;0;0;0;0;115;0;102;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired110;Arnold Oosterveer Retired;Arnold;Oosterveer;Netherlands;0;0;Retired;;;1;3;1963;;0;0;2;0;0;0;0;0;0;2;140;152;102;15;17;9;15;5;18;12;20;10;13;7;6;8;3;13;0;13;15;20;17;3;4;18;4;0;0;2;0;0;0;0;0;0;2
Retired111;Rene Panhuis Retired;Rene;Panhuis;Netherlands;0;0;Retired;;;26;8;1964;31;0;0;2;0;0;0;0;0;0;2;103;111;75;14;12;7;7;9;1;9;15;11;6;5;11;1;2;5;0;0;10;12;7;3;6;17;10;0;0;2;0;0;0;0;0;0;2
Retired112;Ron Postma Retired;Ron;Postma;Netherlands;0;0;Retired;;;26;11;1970;25;0;0;2;0;0;0;0;2;0;0;65;68;27;12;12;13;3;5;9;12;7;12;8;5;11;10;2;10;0;12;11;10;10;6;10;7;2;0;0;2;0;0;0;0;2;0;0
Retired113;John Roox Retired;John;Roox;Netherlands;0;0;Retired;;;28;2;1961;35;2;0;0;0;0;0;0;0;0;0;133;147;95;9;10;3;4;5;5;11;2;11;15;7;4;20;7;4;0;5;17;6;10;15;5;4;13;2;0;0;0;0;0;0;0;0;0
Retired114;Graeme Rutjes Retired;Graeme;Rutjes;Netherlands;15;0;Retired;;;26;3;1960;36;0;0;2;0;0;0;0;0;0;2;153;153;123;12;13;10;18;8;14;11;12;12;7;13;16;14;20;5;6;12;8;11;15;12;13;13;18;0;0;2;0;0;0;0;0;0;2
Retired115;Berry Van Aerle Retired;Berry;Van Aerle;Netherlands;35;0;Retired;;;8;12;1962;;0;0;0;0;2;0;0;0;2;0;89;89;59;12;11;13;9;8;8;2;12;3;6;0;0;3;8;8;10;3;3;11;13;4;11;0;2;0;0;0;0;2;0;0;0;2;0
Retired116;Ashwin Van De Kerkhof Retired;Ashwin;Van De Kerkhof;Netherlands;0;0;Retired;;;13;5;1976;20;2;0;0;0;0;0;0;0;0;0;55;-1;10;1;6;4;0;2;2;9;3;11;7;8;5;9;7;11;12;8;1;0;1;0;4;9;7;2;0;0;0;0;0;0;0;0;0
Retired117;Cees Van Der Linden Retired;Cees;Van Der Linden;Netherlands;0;0;Retired;;;15;1;1964;32;0;0;2;0;0;0;0;0;0;2;124;126;86;2;10;8;15;5;5;11;1;12;10;9;3;1;8;3;9;16;4;2;2;2;3;15;10;0;0;2;0;0;0;0;0;0;2
Retired118;Johan Van de Berg Retired;Johan;Van de Berg;Netherlands;0;0;Retired;;;30;12;1971;24;0;0;2;0;0;0;0;2;0;0;87;97;49;0;1;12;13;5;11;2;8;8;11;0;4;10;13;7;13;0;6;13;11;0;8;1;0;0;0;2;0;0;0;0;2;0;0
Retired119;Willem Van der Ark Retired;Willem;Van der Ark;Netherlands;0;0;Retired;;;13;11;1963;32;0;0;0;0;0;0;2;0;0;2;98;104;63;8;13;3;7;6;11;2;1;8;8;11;1;2;6;4;12;4;13;5;11;11;8;4;8;0;0;0;0;0;0;2;0;0;2
Retired12;Eduardo Vilches Retired;Eduardo;Vilches;Chile;0;0;Retired;;;21;4;1963;;0;0;2;0;0;0;0;0;2;0;146;146;128;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0
Retired120;Andre Wasiman Retired;Andre;Wasiman;Netherlands;0;0;Retired;;;11;4;1962;34;0;0;0;0;2;0;0;0;0;2;138;143;105;1;6;1;9;7;3;20;7;14;8;20;7;3;8;6;0;12;8;13;5;20;8;5;17;0;0;0;0;2;0;0;0;0;2
Retired121;Jan Wouters Retired;Jan;Wouters;Netherlands;70;4;Retired;;;17;7;1960;36;0;2;1;2;2;0;0;0;0;2;145;145;130;14;17;18;6;14;6;15;14;1;1;10;20;10;14;8;0;15;18;7;5;15;15;18;10;0;2;0;2;2;0;0;0;0;2
Retired122;Wynton Rufer Retired;Wynton;Rufer;New Zealand;0;0;Retired;;;1;1;1972;37;0;0;0;0;0;0;1;0;0;1;0;135;0;18;0;0;0;0;8;0;0;0;0;14;18;0;0;0;11;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired123;Gary Fleming Retired;Gary;Fleming;Northern Ireland;31;0;Retired;;;17;2;1967;30;0;0;1;0;0;0;0;0;1;1;110;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired124;Jimmy Nicholl Retired;Jimmy;Nicholl;Northern Ireland;73;1;Retired;;;20;12;1956;;0;0;0;1;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Retired125;Danny Wilson Retired;Danny;Wilson;Northern Ireland;24;1;Retired;;;1;1;1960;34;0;0;0;2;2;1;0;0;1;2;50;134;10;16;14;19;2;17;4;20;9;4;11;3;20;9;3;6;0;10;18;12;9;7;7;18;9;0;0;0;2;2;0;0;0;0;2
Retired126;Erik Thorstvedt Retired;Erik;Thorstvedt;Norway;97;0;Retired;;;28;10;1962;32;2;0;0;0;0;0;0;0;0;0;123;160;110;14;6;15;0;14;10;10;4;0;0;20;18;20;10;0;16;14;17;1;0;20;17;19;12;2;0;0;0;0;0;0;0;0;0
Retired127;Agostinho Manuel Caetano Retired;Agostinho Manuel;Caetano;Portugal;0;0;Retired;;;9;12;1966;;0;0;0;0;2;2;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;2
Retired128;Jorge Manuel Madureira Retired;Jorge Manuel;Madureira;Portugal;0;0;Retired;;;20;12;1958;;2;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Retired129;V°tor N¢voa Retired;V°tor;N¢voa;Portugal;0;0;Retired;;;17;8;1962;;2;0;0;0;0;0;0;0;0;0;140;140;137;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;15;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Retired13;Zoran Vulic Retired;Zoran;Vulic;Croatia;0;0;Retired;;;1;7;1975;34;0;1;2;1;0;0;0;0;0;2;142;0;142;14;10;15;0;20;15;18;0;5;3;10;18;0;11;5;8;13;0;17;6;18;15;18;15;0;0;2;0;0;0;0;0;0;2
Retired130;Jose Rui Aguas Retired;Jose;Rui Aguas;Portugal;0;0;Retired;;;28;4;1960;;0;0;0;0;0;0;2;0;0;2;100;142;129;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Retired131;Ant¢nio Tonanha Retired;Ant¢nio;Tonanha;Portugal;0;0;Retired;;;3;2;1974;;0;0;0;0;2;1;0;0;2;1;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
Retired132;Ronnie Whelan Retired;Ronnie;Whelan;Republic Of Ireland;53;3;Retired;;;25;9;1961;33;0;0;0;2;2;0;0;0;0;2;10;162;60;17;10;20;0;15;7;15;7;2;8;10;20;14;10;12;20;15;15;13;8;12;13;15;10;0;0;0;2;2;0;0;0;0;2
Retired133;Dorin Mateut Retired;Dorin;Mateut;Romania;0;0;Retired;;;1;1;#VALUE!;30;0;0;0;0;1;0;0;0;1;1;146;0;128;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
